State,Date,Number of Cases,Number of Deaths
Puerto Rico,2020-09-05,34492,464
Puerto Rico,2020-09-04,34241,455
Puerto Rico,2020-09-03,34198,448
Puerto Rico,2020-09-02,34003,443
Puerto Rico,2020-09-01,33421,435
Puerto Rico,2020-08-31,33199,434
Puerto Rico,2020-08-30,32848,434
Puerto Rico,2020-08-29,32550,428
Puerto Rico,2020-08-28,31988,424
Puerto Rico,2020-08-27,31383,412
Puerto Rico,2020-08-26,30744,404
Puerto Rico,2020-08-25,30720,395
Puerto Rico,2020-08-24,30618,390
Puerto Rico,2020-08-23,29896,390
Puerto Rico,2020-08-22,29577,381
Puerto Rico,2020-08-21,28846,374
Puerto Rico,2020-08-20,28143,367
Puerto Rico,2020-08-19,27934,356
Puerto Rico,2020-08-18,27713,346
Puerto Rico,2020-08-17,26760,335
Puerto Rico,2020-08-16,26006,335
Puerto Rico,2020-08-15,25695,329
Puerto Rico,2020-08-14,25128,317
Puerto Rico,2020-08-13,24446,306
Puerto Rico,2020-08-12,24074,295
Puerto Rico,2020-08-11,23403,287
Puerto Rico,2020-08-10,22821,279
Puerto Rico,2020-08-09,22121,279
Puerto Rico,2020-08-08,21424,274
Puerto Rico,2020-08-07,20686,265
Puerto Rico,2020-08-06,19934,258
Puerto Rico,2020-08-05,19651,246
Puerto Rico,2020-08-04,19324,237
Puerto Rico,2020-08-03,18791,230
Puerto Rico,2020-08-02,18411,230
Puerto Rico,2020-08-01,17872,225
Puerto Rico,2020-07-31,16781,219
Puerto Rico,2020-07-30,16572,214
Puerto Rico,2020-07-29,16061,211
Puerto Rico,2020-07-28,15840,209
Puerto Rico,2020-07-27,15431,201
Puerto Rico,2020-07-26,15143,201
Puerto Rico,2020-07-25,14540,201
Puerto Rico,2020-07-24,13967,191
Puerto Rico,2020-07-23,13473,188
Puerto Rico,2020-07-22,13038,185
Puerto Rico,2020-07-21,12940,180
Puerto Rico,2020-07-20,12461,180
Puerto Rico,2020-07-19,12063,178
Puerto Rico,2020-07-18,11453,178
Puerto Rico,2020-07-17,11120,177
Puerto Rico,2020-07-16,10574,172
Puerto Rico,2020-07-15,10379,171
Puerto Rico,2020-07-14,10123,169
Puerto Rico,2020-07-13,10010,167
Puerto Rico,2020-07-12,9654,167
Puerto Rico,2020-07-11,9366,167
Puerto Rico,2020-07-10,9137,159
Puerto Rico,2020-07-09,8862,159
Puerto Rico,2020-07-08,8745,159
Puerto Rico,2020-07-07,8714,157
Puerto Rico,2020-07-06,8585,155
Puerto Rico,2020-07-05,7916,155
Puerto Rico,2020-07-04,7787,155
Puerto Rico,2020-07-03,7683,154
Puerto Rico,2020-07-02,7608,153
Puerto Rico,2020-07-01,7537,153
Puerto Rico,2020-06-30,7465,153
Puerto Rico,2020-06-29,7250,153
Puerto Rico,2020-06-28,7189,153
Puerto Rico,2020-06-27,7066,152
Puerto Rico,2020-06-26,6922,151
Puerto Rico,2020-06-25,6877,151
Puerto Rico,2020-06-24,6820,149
Puerto Rico,2020-06-23,6685,149
Puerto Rico,2020-06-22,6564,149
Puerto Rico,2020-06-21,6525,149
Puerto Rico,2020-06-20,6463,147
Puerto Rico,2020-06-19,6195,147
Puerto Rico,2020-06-18,6111,147
Puerto Rico,2020-06-17,6003,147
Puerto Rico,2020-06-16,5951,147
Puerto Rico,2020-06-15,5890,147
Puerto Rico,2020-06-14,5811,147
Puerto Rico,2020-06-13,5690,146
Puerto Rico,2020-06-12,5536,146
Puerto Rico,2020-06-11,5352,144
Puerto Rico,2020-06-10,5329,143
Puerto Rico,2020-06-09,5185,142
Puerto Rico,2020-06-08,5046,142
Puerto Rico,2020-06-07,4985,142
Puerto Rico,2020-06-06,4915,142
Puerto Rico,2020-06-05,4620,141
Puerto Rico,2020-06-04,4508,140
Puerto Rico,2020-06-03,4023,140
Puerto Rico,2020-06-02,3935,138
Puerto Rico,2020-06-01,3873,136
Puerto Rico,2020-05-31,3776,136
Puerto Rico,2020-05-30,3718,133
Puerto Rico,2020-05-29,3647,132
Puerto Rico,2020-05-28,3486,131
Puerto Rico,2020-05-27,3397,129
Puerto Rico,2020-05-26,3324,129
Puerto Rico,2020-05-25,3260,129
Puerto Rico,2020-05-24,3189,127
Puerto Rico,2020-05-23,3100,127
Puerto Rico,2020-05-22,3030,126
Puerto Rico,2020-05-21,2913,126
Puerto Rico,2020-05-20,2866,125
Puerto Rico,2020-05-19,2805,124
Puerto Rico,2020-05-18,2710,124
Puerto Rico,2020-05-17,2646,123
Puerto Rico,2020-05-16,2589,122
Puerto Rico,2020-05-15,2542,122
Puerto Rico,2020-05-14,2427,117
Puerto Rico,2020-05-13,2329,115
Puerto Rico,2020-05-12,2299,114
Puerto Rico,2020-05-11,2256,113
Puerto Rico,2020-05-10,2198,111
Puerto Rico,2020-05-09,2173,108
Puerto Rico,2020-05-08,2156,107
Puerto Rico,2020-05-07,2031,102
Puerto Rico,2020-05-06,1968,99
Puerto Rico,2020-05-05,1924,99
Puerto Rico,2020-05-04,1875,97
Puerto Rico,2020-05-03,1806,97
Puerto Rico,2020-05-02,1755,95
Puerto Rico,2020-05-01,1573,94
Puerto Rico,2020-04-30,1537,92
Puerto Rico,2020-04-29,1465,86
Puerto Rico,2020-04-28,1400,86
Puerto Rico,2020-04-27,1388,84
Puerto Rico,2020-04-26,1371,84
Puerto Rico,2020-04-25,1307,83
Puerto Rico,2020-04-24,1276,77
Puerto Rico,2020-04-23,1230,69
Puerto Rico,2020-04-22,915,46
Puerto Rico,2020-04-21,915,43
Puerto Rico,2020-04-20,1252,42
Puerto Rico,2020-04-19,1213,41
Puerto Rico,2020-04-18,1118,60
Puerto Rico,2020-04-17,1068,58
Puerto Rico,2020-04-16,1043,56
Puerto Rico,2020-04-15,974,51
Puerto Rico,2020-04-14,923,45
Puerto Rico,2020-04-13,903,45
Puerto Rico,2020-04-12,897,44
Puerto Rico,2020-04-11,788,42
Puerto Rico,2020-04-10,725,39
Puerto Rico,2020-04-09,683,33
Puerto Rico,2020-04-08,620,24
Puerto Rico,2020-04-07,573,23
Puerto Rico,2020-04-06,513,21
Puerto Rico,2020-04-05,475,20
Puerto Rico,2020-04-04,452,18
Puerto Rico,2020-04-03,378,15
Puerto Rico,2020-04-02,316,12
Puerto Rico,2020-04-01,286,11
Puerto Rico,2020-03-31,239,8
Puerto Rico,2020-03-30,174,6
Puerto Rico,2020-03-29,127,5
Puerto Rico,2020-03-28,100,3
Puerto Rico,2020-03-27,79,3
Puerto Rico,2020-03-26,64,2
Puerto Rico,2020-03-25,51,2
Puerto Rico,2020-03-24,39,2
Puerto Rico,2020-03-23,31,2
Puerto Rico,2020-03-22,23,1
Puerto Rico,2020-03-21,21,1
Puerto Rico,2020-03-20,14,0
Puerto Rico,2020-03-19,6,0
Puerto Rico,2020-03-18,5,0
Puerto Rico,2020-03-17,5,0
Puerto Rico,2020-03-16,5,0
Puerto Rico,2020-03-15,5,0
Puerto Rico,2020-03-14,4,0
Puerto Rico,2020-03-13,3,0
Pennsylvania,2021-03-21,991403,24853
Pennsylvania,2021-03-20,989336,24841
Pennsylvania,2021-03-19,985595,24817
Pennsylvania,2021-03-18,982115,24781
Pennsylvania,2021-03-17,979065,24749
Pennsylvania,2021-03-16,975872,24714
Pennsylvania,2021-03-15,972772,24630
Pennsylvania,2021-03-14,970914,24576
Pennsylvania,2021-03-13,969095,24576
Pennsylvania,2021-03-12,966620,24576
Pennsylvania,2021-03-11,963552,24533
Pennsylvania,2021-03-10,960877,24485
Pennsylvania,2021-03-09,958266,24445
Pennsylvania,2021-03-08,955337,24401
Pennsylvania,2021-03-07,953421,24393
Pennsylvania,2021-03-06,951703,24362
Pennsylvania,2021-03-05,949223,24311
Pennsylvania,2021-03-04,946455,24265
Pennsylvania,2021-03-03,943448,24214
Pennsylvania,2021-03-02,940811,24135
Pennsylvania,2021-03-01,938308,24065
Pennsylvania,2021-02-28,935911,24056
Pennsylvania,2021-02-27,934113,23979
Pennsylvania,2021-02-26,931099,23979
Pennsylvania,2021-02-25,928029,23910
Pennsylvania,2021-02-24,925662,23832
Pennsylvania,2021-02-23,922848,23749
Pennsylvania,2021-02-22,920025,23657
Pennsylvania,2021-02-21,918174,23640
Pennsylvania,2021-02-20,916378,23615
Pennsylvania,2021-02-19,913825,23529
Pennsylvania,2021-02-18,911033,23452
Pennsylvania,2021-02-17,907736,23360
Pennsylvania,2021-02-16,904203,23166
Pennsylvania,2021-02-15,901245,23157
Pennsylvania,2021-02-14,899474,23136
Pennsylvania,2021-02-13,897038,23114
Pennsylvania,2021-02-12,893359,23007
Pennsylvania,2021-02-11,890100,22908
Pennsylvania,2021-02-10,886115,22795
Pennsylvania,2021-02-09,883005,22656
Pennsylvania,2021-02-08,878679,22497
Pennsylvania,2021-02-07,875557,22493
Pennsylvania,2021-02-06,871435,22422
Pennsylvania,2021-02-05,867502,22273
Pennsylvania,2021-02-04,862763,22143
Pennsylvania,2021-02-03,859345,22010
Pennsylvania,2021-02-02,856214,21866
Pennsylvania,2021-02-01,851911,21741
Pennsylvania,2021-01-31,848244,21715
Pennsylvania,2021-01-30,844519,21658
Pennsylvania,2021-01-29,839888,21524
Pennsylvania,2021-01-28,830295,21350
Pennsylvania,2021-01-27,824216,21105
Pennsylvania,2021-01-26,818330,20883
Pennsylvania,2021-01-25,813665,20664
Pennsylvania,2021-01-24,808951,20609
Pennsylvania,2021-01-23,805272,20526
Pennsylvania,2021-01-22,799948,20322
Pennsylvania,2021-01-21,794632,20128
Pennsylvania,2021-01-20,789029,19868
Pennsylvania,2021-01-19,783355,19467
Pennsylvania,2021-01-18,776490,19390
Pennsylvania,2021-01-17,772747,19310
Pennsylvania,2021-01-16,767074,19188
Pennsylvania,2021-01-15,760552,18978
Pennsylvania,2021-01-14,754441,18752
Pennsylvania,2021-01-13,747245,18458
Pennsylvania,2021-01-12,739212,18091
Pennsylvania,2021-01-11,731967,17861
Pennsylvania,2021-01-10,725506,17780
Pennsylvania,2021-01-09,718642,17681
Pennsylvania,2021-01-08,709235,17427
Pennsylvania,2021-01-07,699018,17220
Pennsylvania,2021-01-06,689162,16960
Pennsylvania,2021-01-05,679760,16583
Pennsylvania,2021-01-04,670769,16394
Pennsylvania,2021-01-03,666207,16324
Pennsylvania,2021-01-02,661731,16270
Pennsylvania,2021-01-01,652952,16247
Pennsylvania,2020-12-31,646060,16020
Pennsylvania,2020-12-30,636710,15718
Pennsylvania,2020-12-29,628083,15389
Pennsylvania,2020-12-28,619425,15114
Pennsylvania,2020-12-27,614303,15040
Pennsylvania,2020-12-26,609682,14915
Pennsylvania,2020-12-25,602605,14892
Pennsylvania,2020-12-24,596122,14759
Pennsylvania,2020-12-23,586908,14470
Pennsylvania,2020-12-22,577183,14244
Pennsylvania,2020-12-21,569413,14021
Pennsylvania,2020-12-20,560002,13964
Pennsylvania,2020-12-19,553424,13869
Pennsylvania,2020-12-18,544417,13664
Pennsylvania,2020-12-17,535231,13442
Pennsylvania,2020-12-16,525199,13200
Pennsylvania,2020-12-15,515009,12930
Pennsylvania,2020-12-14,505422,12668
Pennsylvania,2020-12-13,495906,12613
Pennsylvania,2020-12-12,485901,12489
Pennsylvania,2020-12-11,475844,12298
Pennsylvania,2020-12-10,463175,12066
Pennsylvania,2020-12-09,451154,11839
Pennsylvania,2020-12-08,442528,11592
Pennsylvania,2020-12-07,432410,11431
Pennsylvania,2020-12-06,423828,11389
Pennsylvania,2020-12-05,416073,11331
Pennsylvania,2020-12-04,404699,11189
Pennsylvania,2020-12-03,392610,11008
Pennsylvania,2020-12-02,381342,10803
Pennsylvania,2020-12-01,372688,10614
Pennsylvania,2020-11-30,366971,10439
Pennsylvania,2020-11-29,361387,10406
Pennsylvania,2020-11-28,356243,10337
Pennsylvania,2020-11-27,349360,10295
Pennsylvania,2020-11-26,340998,10271
Pennsylvania,2020-11-25,333571,10162
Pennsylvania,2020-11-24,326615,10014
Pennsylvania,2020-11-23,320250,9932
Pennsylvania,2020-11-22,313788,9901
Pennsylvania,2020-11-21,307247,9862
Pennsylvania,2020-11-20,301373,9748
Pennsylvania,2020-11-19,294345,9643
Pennsylvania,2020-11-18,287464,9541
Pennsylvania,2020-11-17,280978,9433
Pennsylvania,2020-11-16,275257,9399
Pennsylvania,2020-11-15,269043,9385
Pennsylvania,2020-11-14,264396,9353
Pennsylvania,2020-11-13,260001,9306
Pennsylvania,2020-11-12,254167,9272
Pennsylvania,2020-11-11,248144,9217
Pennsylvania,2020-11-10,244046,9156
Pennsylvania,2020-11-09,239724,9098
Pennsylvania,2020-11-08,235162,9093
Pennsylvania,2020-11-07,232582,9089
Pennsylvania,2020-11-06,229346,9052
Pennsylvania,2020-11-05,225698,9009
Pennsylvania,2020-11-04,222883,8967
Pennsylvania,2020-11-03,220111,8926
Pennsylvania,2020-11-02,217243,8893
Pennsylvania,2020-11-01,214500,8888
Pennsylvania,2020-10-31,212816,8883
Pennsylvania,2020-10-30,210586,8860
Pennsylvania,2020-10-29,208087,8828
Pennsylvania,2020-10-28,205852,8789
Pennsylvania,2020-10-27,203520,8760
Pennsylvania,2020-10-26,201248,8737
Pennsylvania,2020-10-25,198756,8730
Pennsylvania,2020-10-24,197370,8721
Pennsylvania,2020-10-23,195659,8695
Pennsylvania,2020-10-22,193401,8660
Pennsylvania,2020-10-21,191347,8629
Pennsylvania,2020-10-20,189988,8591
Pennsylvania,2020-10-19,188442,8562
Pennsylvania,2020-10-18,186772,8555
Pennsylvania,2020-10-17,185670,8535
Pennsylvania,2020-10-16,184185,8524
Pennsylvania,2020-10-15,182502,8496
Pennsylvania,2020-10-14,180956,8481
Pennsylvania,2020-10-13,179673,8458
Pennsylvania,2020-10-12,177844,8444
Pennsylvania,2020-10-11,176820,8426
Pennsylvania,2020-10-10,175804,8421
Pennsylvania,2020-10-09,174352,8387
Pennsylvania,2020-10-08,172971,8372
Pennsylvania,2020-10-07,171550,8347
Pennsylvania,2020-10-06,170255,8318
Pennsylvania,2020-10-05,169126,8300
Pennsylvania,2020-10-04,168161,8287
Pennsylvania,2020-10-03,166270,8271
Pennsylvania,2020-10-02,166270,8254
Pennsylvania,2020-10-01,165078,8234
Pennsylvania,2020-09-30,164135,8216
Pennsylvania,2020-09-29,163219,8196
Pennsylvania,2020-09-28,161642,8181
Pennsylvania,2020-09-27,160770,8180
Pennsylvania,2020-09-26,159937,8177
Pennsylvania,2020-09-25,159051,8157
Pennsylvania,2020-09-24,158221,8150
Pennsylvania,2020-09-23,157373,8137
Pennsylvania,2020-09-22,156512,8099
Pennsylvania,2020-09-21,155729,8080
Pennsylvania,2020-09-20,154924,8049
Pennsylvania,2020-09-19,154261,8028
Pennsylvania,2020-09-18,153560,8006
Pennsylvania,2020-09-17,152813,7978
Pennsylvania,2020-09-16,151889,7963
Pennsylvania,2020-09-15,151081,7945
Pennsylvania,2020-09-14,150044,7940
Pennsylvania,2020-09-13,148635,7915
Pennsylvania,2020-09-12,148635,7915
Pennsylvania,2020-09-11,147744,7914
Pennsylvania,2020-09-10,146735,7894
Pennsylvania,2020-09-09,146058,7882
Pennsylvania,2020-09-08,145191,7862
Pennsylvania,2020-09-07,144658,7855
Pennsylvania,2020-09-06,143902,7837
Pennsylvania,2020-09-05,143301,7837
Pennsylvania,2020-09-04,142537,7821
Pennsylvania,2020-09-03,141578,7805
Pennsylvania,2020-09-02,140577,7792
Pennsylvania,2020-09-01,139591,7764
Pennsylvania,2020-08-31,138840,7743
Pennsylvania,2020-08-30,138137,7742
Pennsylvania,2020-08-29,137576,7740
Pennsylvania,2020-08-28,136824,7722
Pennsylvania,2020-08-27,135958,7702
Pennsylvania,2020-08-26,135323,7691
Pennsylvania,2020-08-25,134803,7666
Pennsylvania,2020-08-24,134246,7642
Pennsylvania,2020-08-23,133679,7643
Pennsylvania,2020-08-22,133160,7643
Pennsylvania,2020-08-21,132461,7629
Pennsylvania,2020-08-20,131736,7606
Pennsylvania,2020-08-19,130950,7593
Pennsylvania,2020-08-18,130286,7561
Pennsylvania,2020-08-17,129686,7535
Pennsylvania,2020-08-16,129075,7532
Pennsylvania,2020-08-15,128531,7525
Pennsylvania,2020-08-14,127774,7513
Pennsylvania,2020-08-13,126950,7474
Pennsylvania,2020-08-12,125965,7447
Pennsylvania,2020-08-11,125061,7404
Pennsylvania,2020-08-10,124269,7378
Pennsylvania,2020-08-09,123312,7374
Pennsylvania,2020-08-08,122666,7372
Pennsylvania,2020-08-07,122078,7360
Pennsylvania,2020-08-06,121294,7340
Pennsylvania,2020-08-05,120492,7310
Pennsylvania,2020-08-04,119765,7296
Pennsylvania,2020-08-03,118937,7276
Pennsylvania,2020-08-02,118038,7274
Pennsylvania,2020-08-01,117468,7270
Pennsylvania,2020-07-31,116787,7261
Pennsylvania,2020-07-30,115853,7248
Pennsylvania,2020-07-29,114984,7219
Pennsylvania,2020-07-28,114129,7197
Pennsylvania,2020-07-27,112995,7174
Pennsylvania,2020-07-26,111773,7170
Pennsylvania,2020-07-25,111121,7167
Pennsylvania,2020-07-24,110342,7162
Pennsylvania,2020-07-23,109153,7142
Pennsylvania,2020-07-22,108267,7125
Pennsylvania,2020-07-21,107460,7094
Pennsylvania,2020-07-20,106498,7076
Pennsylvania,2020-07-19,105384,7074
Pennsylvania,2020-07-18,104780,7068
Pennsylvania,2020-07-17,104172,7057
Pennsylvania,2020-07-16,103169,7039
Pennsylvania,2020-07-15,102361,7011
Pennsylvania,2020-07-14,101360,6973
Pennsylvania,2020-07-13,100378,6955
Pennsylvania,2020-07-12,99794,6950
Pennsylvania,2020-07-11,99252,6945
Pennsylvania,2020-07-10,98574,6929
Pennsylvania,2020-07-09,97634,6895
Pennsylvania,2020-07-08,96817,6864
Pennsylvania,2020-07-07,95986,6835
Pennsylvania,2020-07-06,95187,6798
Pennsylvania,2020-07-05,94403,6797
Pennsylvania,2020-07-04,93922,6793
Pennsylvania,2020-07-03,93418,6790
Pennsylvania,2020-07-02,92703,6758
Pennsylvania,2020-07-01,91864,6704
Pennsylvania,2020-06-30,91226,6695
Pennsylvania,2020-06-29,90553,6663
Pennsylvania,2020-06-28,89785,6655
Pennsylvania,2020-06-27,89400,6652
Pennsylvania,2020-06-26,88950,6625
Pennsylvania,2020-06-25,88230,6602
Pennsylvania,2020-06-24,87775,6568
Pennsylvania,2020-06-23,87283,6511
Pennsylvania,2020-06-22,86666,6475
Pennsylvania,2020-06-21,86024,6472
Pennsylvania,2020-06-20,85678,6467
Pennsylvania,2020-06-19,85288,6446
Pennsylvania,2020-06-18,84780,6417
Pennsylvania,2020-06-17,84387,6376
Pennsylvania,2020-06-16,84077,6337
Pennsylvania,2020-06-15,83687,6307
Pennsylvania,2020-06-14,83301,6275
Pennsylvania,2020-06-13,82988,6264
Pennsylvania,2020-06-12,82578,6229
Pennsylvania,2020-06-11,81944,6187
Pennsylvania,2020-06-10,81410,6143
Pennsylvania,2020-06-09,80964,6070
Pennsylvania,2020-06-08,80432,6007
Pennsylvania,2020-06-07,80001,5997
Pennsylvania,2020-06-06,79507,5986
Pennsylvania,2020-06-05,78908,5952
Pennsylvania,2020-06-04,78428,5862
Pennsylvania,2020-06-03,77871,5742
Pennsylvania,2020-06-02,77315,5670
Pennsylvania,2020-06-01,76734,5574
Pennsylvania,2020-05-31,76218,5555
Pennsylvania,2020-05-30,75789,5537
Pennsylvania,2020-05-29,75073,5467
Pennsylvania,2020-05-28,74312,5397
Pennsylvania,2020-05-27,73646,5290
Pennsylvania,2020-05-26,72873,5175
Pennsylvania,2020-05-25,72356,5159
Pennsylvania,2020-05-24,71656,5145
Pennsylvania,2020-05-23,71102,5121
Pennsylvania,2020-05-22,70305,5032
Pennsylvania,2020-05-21,69252,4887
Pennsylvania,2020-05-20,68151,4794
Pennsylvania,2020-05-19,67404,4675
Pennsylvania,2020-05-18,66676,4560
Pennsylvania,2020-05-17,65745,4504
Pennsylvania,2020-05-16,65228,4490
Pennsylvania,2020-05-15,64178,4432
Pennsylvania,2020-05-14,63158,4298
Pennsylvania,2020-05-13,62194,4104
Pennsylvania,2020-05-12,61407,3924
Pennsylvania,2020-05-11,60557,3846
Pennsylvania,2020-05-10,60037,3819
Pennsylvania,2020-05-09,58661,3793
Pennsylvania,2020-05-08,57501,3724
Pennsylvania,2020-05-07,56149,3599
Pennsylvania,2020-05-06,54989,3360
Pennsylvania,2020-05-05,53967,3206
Pennsylvania,2020-05-04,52992,2880
Pennsylvania,2020-05-03,52079,2843
Pennsylvania,2020-05-02,51071,2794
Pennsylvania,2020-05-01,49764,2671
Pennsylvania,2020-04-30,48224,2580
Pennsylvania,2020-04-29,46191,2392
Pennsylvania,2020-04-28,45323,2092
Pennsylvania,2020-04-27,43728,1946
Pennsylvania,2020-04-26,42709,1871
Pennsylvania,2020-04-25,41626,1842
Pennsylvania,2020-04-24,40298,1786
Pennsylvania,2020-04-23,38334,1723
Pennsylvania,2020-04-22,36763,1720
Pennsylvania,2020-04-21,35384,1620
Pennsylvania,2020-04-20,34005,1366
Pennsylvania,2020-04-19,32992,1285
Pennsylvania,2020-04-18,31742,1150
Pennsylvania,2020-04-17,30121,1027
Pennsylvania,2020-04-16,28314,940
Pennsylvania,2020-04-15,26804,833
Pennsylvania,2020-04-14,25591,746
Pennsylvania,2020-04-13,24295,563
Pennsylvania,2020-04-12,22955,525
Pennsylvania,2020-04-11,21774,515
Pennsylvania,2020-04-10,20128,435
Pennsylvania,2020-04-09,18379,344
Pennsylvania,2020-04-08,16414,313
Pennsylvania,2020-04-07,14582,241
Pennsylvania,2020-04-06,13075,170
Pennsylvania,2020-04-05,11590,159
Pennsylvania,2020-04-04,10110,140
Pennsylvania,2020-04-03,8420,102
Pennsylvania,2020-04-02,7021,91
Pennsylvania,2020-04-01,5805,78
Pennsylvania,2020-03-31,4997,72
Pennsylvania,2020-03-30,4156,48
Pennsylvania,2020-03-29,3441,40
Pennsylvania,2020-03-28,2815,35
Pennsylvania,2020-03-27,2217,23
Pennsylvania,2020-03-26,1690,16
Pennsylvania,2020-03-25,1151,12
Pennsylvania,2020-03-24,851,8
Pennsylvania,2020-03-23,644,6
Pennsylvania,2020-03-22,504,3
Pennsylvania,2020-03-21,388,2
Pennsylvania,2020-03-20,269,1
Pennsylvania,2020-03-19,187,1
Pennsylvania,2020-03-18,139,1
Pennsylvania,2020-03-17,101,0
Pennsylvania,2020-03-16,81,0
Pennsylvania,2020-03-15,68,0
Pennsylvania,2020-03-14,47,0
Pennsylvania,2020-03-13,41,0
Pennsylvania,2020-03-12,22,0
Pennsylvania,2020-03-11,16,0
Pennsylvania,2020-03-10,12,0
Pennsylvania,2020-03-09,10,0
Pennsylvania,2020-03-08,6,0
Pennsylvania,2020-03-07,4,0
Pennsylvania,2020-03-06,2,0
Oregon,2021-03-21,161532,2374
Oregon,2021-03-20,161342,2373
Oregon,2021-03-19,161068,2369
Oregon,2021-03-18,160642,2362
Oregon,2021-03-17,160348,2358
Oregon,2021-03-16,160084,2348
Oregon,2021-03-15,159872,2333
Oregon,2021-03-14,159617,2329
Oregon,2021-03-13,159427,2329
Oregon,2021-03-12,159130,2328
Oregon,2021-03-11,158649,2323
Oregon,2021-03-10,158360,2314
Oregon,2021-03-09,158029,2309
Oregon,2021-03-08,157611,2306
Oregon,2021-03-07,157350,2303
Oregon,2021-03-06,157163,2303
Oregon,2021-03-05,156985,2301
Oregon,2021-03-04,156714,2284
Oregon,2021-03-03,156387,2262
Oregon,2021-03-02,156088,2231
Oregon,2021-03-01,155873,2222
Oregon,2021-02-28,155597,2218
Oregon,2021-02-27,155315,2218
Oregon,2021-02-26,154902,2216
Oregon,2021-02-25,154581,2214
Oregon,2021-02-24,154069,2204
Oregon,2021-02-23,153645,2171
Oregon,2021-02-22,153139,2166
Oregon,2021-02-21,152818,2159
Oregon,2021-02-20,152711,2159
Oregon,2021-02-19,152190,2155
Oregon,2021-02-18,151713,2155
Oregon,2021-02-17,151257,2149
Oregon,2021-02-16,150875,2138
Oregon,2021-02-15,150464,2137
Oregon,2021-02-14,150281,2137
Oregon,2021-02-13,150034,2137
Oregon,2021-02-12,149576,2109
Oregon,2021-02-11,149082,2067
Oregon,2021-02-10,148475,2060
Oregon,2021-02-09,147932,2050
Oregon,2021-02-08,147419,2043
Oregon,2021-02-07,147122,2034
Oregon,2021-02-06,146741,2032
